picture,year,longitude,latitude,building,source
6248.jpg,1929,118.24° W,34.05° N,Art Deco apartment building,Gemini
6249.jpg,1905,24.15° E,56.95° N,"Art Nouveau building in Riga, Latvia.",Gemini
6250.jpg,1934,-99.1333° W,19.4326° N,Palacio de Bellas Artes,Gemini
6251.jpg,1928,19.93° E,50.06° N, Building in Warsaw,Gemini
6252.jpg,1920,58.382° W,34.583° S,Art Deco building in Buenos Aires,Gemini
6253.jpg,1929,118.25° W,34.05° N, White Building in Los Angeles,Gemini
6254.jpg,1927,174.764° E,-36.848° S,"The School of Art building, Auckland University.",Gemini
6255.jpg,1938,149.12° E,-35.28° S,"The School of Art Building, Australian National University",Gemini
6256.jpg,1929,93.23° W,44.97° N,"University of Minnesota,  Bell Museum of Natural History",Gemini
6257.jpg,1937,-2.01° W,49.48° N,Art Deco style apartments  ,Gemini
6258.jpg,1930,151.205° E,-33.869° S, School of Art building,Gemini
6259.jpg,1870,150.15° E,-34.53° S,Goulburn Evening Penny Post Building,Gemini
6260.jpg,1928,174.764° E,-36.849° S,"MLC building, Auckland.",Gemini
6261.jpg,1930,149.12° E,-34.98° S,Jadda Centre Building ,Gemini
6262.jpg,1931,84.31° W,33.75° N,"Eastern Building, Atlanta",Gemini
6263.jpg,1938,150.90° E,-34.55° S,Halsbury House 1938,Gemini
6264.jpg,1930,58.381° W,-34.597° S,Art Deco building in Buenos Aires,Gemini
6265.jpg,1930,174.77° E,-41.28° S,The Daily Telegraph Building,Gemini
6266.jpg,1938,150.9° E,-34.7° S,Halsbury House ,Gemini
6267.jpg,1912,151.20° E,33.86° S,Art Gallery of New South Wales,Gemini
6268.jpg,1889,-2.55° W,49.37° N,Guernsey Town Hall  ,Gemini
6269.jpg,1909,151.209° E,-33.867° S,The Australian Museum ,Gemini
6270.jpg,1939,151.2087° E,33.8701° S,The Australian Museum ,Gemini
6271.jpg,1928,118.25° W,34.05° N,Art Deco building with large windows. ,Gemini
6272.jpg,1938,150.92° E,-35.02° S,Former Public School Building,Gemini
6273.jpg,1931,9.13° W,38.71° N,Eden Theatre,Gemini
6274.jpg,1930,-8.62° W,41.14° N,Building with art deco elements.,Gemini
6275.jpg,1935,-8.63° W,41.57° N,Cine Teatro Misericordia ,Gemini
6276.jpg,1900,-9.13° W,38.71° N," Building with ""Diario de Noticias"" sign",Gemini
6277.jpg,1939,58.41° W,34.55° S, Government Palace of La Plata,Gemini
6278.jpg,1930,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6279.jpg,1937,173.09° E,41.78° S,"Masonic Hotel, Oamaru",Gemini
6280.jpg,1950,-9.25° W,38.65° N, Art Deco style building,Gemini
6281.jpg,1931,0.12° W,51.52° N,"Hoover Building, London ",Gemini
6282.jpg,1930,9.138° W,38.715° N,Art Deco theater building,Gemini
6283.jpg,1930,-9.15° W,38.73° N,Art Deco building,Gemini
6284.jpg,1930,-8.62° W,41.15° N,Art Deco building with peacock decoration.,Gemini
6285.jpg,1930,-8.62° W,41.15° N,Art Deco Building in Portugal,Gemini
6286.jpg,1930,-9.13° W,38.71° N,Building with peacock mosaic,Gemini
6287.jpg,1930,-8.62° W,41.15° N,Art Deco building in Porto,Gemini
6288.jpg,1930,-9.14° W,41.14° N,Armazéns Cunhas building,Gemini
6289.jpg,1930,-99.13° W,19.39° N,"Monument to the Revolution, Mexico City. ",Gemini
6290.jpg,1946,9.14° W,38.71° N, Modernist building in Lisbon,Gemini
6291.jpg,1930,-73.94° W,40.75° N, Art Deco style monument,Gemini
6292.jpg,1910,99.13° W,19.43° N,Palacio de Bellas Artes ,Gemini
6293.jpg,1910,99.13° W,19.43° N,Palacio de Bellas Artes,Gemini
6294.jpg,1947,-8.62° W,41.14° N,Cinema Batalha in Lisbon,Gemini
6295.jpg,1939,80.13° W,25.77° N,The Breakwater Hotel ,Gemini
6296.jpg,1937,8.54° E,47.37° N, Modernist building in Geneva,Gemini
6297.jpg,1932,-9.1359° W,38.7145° N,Eden Teatro,Gemini
6298.jpg,1930,9.13° W,38.71° N,Eden Theater ,Gemini
6299.jpg,1930,9.1349° W,38.7147° N,Eden Teatro building ,Gemini
6300.jpg,1928,9.19° E,45.46° N,Art Deco Cinema Building,Gemini
6301.jpg,1930,9.1354° W,38.7165° N, Eden Theatre  ,Gemini
6302.jpg,1930,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6303.jpg,1890,24.95° E,56.94° N,Neoclassical Mansion in Latvia,Gemini
6304.jpg,1937,0.12° W,51.51° N,Art Deco building with blue accents,Gemini
6305.jpg,1933,17.10° W,32.65° N,Old Cine Teatro building,Gemini
6306.jpg,1933,17.00° W,32.60° N,Old Cinema building,Gemini
6307.jpg,1930,-8.6400° W,37.0100° N,Old Train Station  in Sines,Gemini
6308.jpg,1913,0.12° W,51.51° N, Art Deco building in London,Gemini
6309.jpg,1929,174.765° E,-41.288° S,The Daily Telegraph Building ,Gemini
6310.jpg,1930,-9.137° W,38.714° N,Teatro Politeama,Gemini
6311.jpg,1930,-3.18° W,56.45° N,Art Deco building ,Gemini
6312.jpg,1932,-8.6204° W,41.1428° N, Building with statues in Portugal.,Gemini
6313.jpg,1935,-9.15° W,41.14° N,National Theatre of Sao Carlos,Gemini
6314.jpg,1930,-122.42° W,47.60° N,Building with relief sculpture,Gemini
6315.jpg,1930,-3.93° W,49.68° N, Pavilion at Fort Regent,Gemini
6316.jpg,1937,66.67° W,34.50° S,Church with large cross and circle window.,Gemini
6317.jpg,1928,-8.62° W,41.14° N,Teatro Coliseu  ,Gemini
6318.jpg,1900,2.64° E,39.53° N,Modernist building in Palma de Mallorca,Gemini
6319.jpg,1930,28.0472° E,-26.2044° S,Art Deco apartment building,Gemini
6320.jpg,1938,72.8382° E,18.9689° N, Art Deco building in Mumbai,Gemini
6321.jpg,2020,144.96° E,-37.80° S,Modern townhouse complex. ,Gemini
6322.jpg,1947,80.13° W,25.76° N,"Delano Hotel, Miami Beach",Gemini
6323.jpg,1929,80.06° W,40.44° N,The Carew Tower in Cincinnati,Gemini
6324.jpg,1931,75.7° W,45.5° N,The Sun Life Building,Gemini
6325.jpg,1930,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6326.jpg,1938,38.74° E,15.34° N,Fiat Tagliero Service Station ,Gemini
6327.jpg,1934,0.12° E,51.52° N,Art Deco Building in London,Gemini
6328.jpg,1929,73.985° W,40.758° N,The Barbizon Hotel for Women,Gemini
6329.jpg,1910,99.133° W,19.432° N,Palacio de Bellas Artes,Gemini
6330.jpg,1937,68.83° W,34.61° S,The Argentine Pantheon of the Heroes,Gemini
6331.jpg,1929,97.33° W,36.14° N,The Cathedral of the Immaculate Conception ,Gemini
6332.jpg,1920,26.1037° E,44.4342° N,Union Business Center building ,Gemini
6333.jpg,1930,118.24° W,34.05° N," A large, concrete building with three doors and decorative carvings above. ",Gemini
6334.jpg,1906,17.12° E,49.23° N, Neoclassical style manor house,Gemini
6335.jpg,1930,"7° 27' 30.8"" E","43° 11' 15.1"" N",Museum of Fine Arts in Nice,Gemini
6336.jpg,1929,71.057° W,42.359° N, Street building with a flag,Gemini
6337.jpg,1929,118.24° W,34.05° N,Eastern Columbia Building,Gemini
6338.jpg,1920,4.87° E,43.29° N,"Art Deco building in Nice, France",Gemini
6339.jpg,1928,7.26° E,43.50° N,Palais de la Méditerranée  ,Gemini
6340.jpg,1929,84.51° W,39.10° N,The Carew Tower in Cincinnati,Gemini
6341.jpg,1929,80.0500° W,40.4400° N,The Masonic Temple of Philadelphia ,Gemini
6342.jpg,1935,70.65° W,34.62° S,The Christ the Redeemer mausoleum ,Gemini
6343.jpg,1939,80.13° W,25.76° N,The Breakwater Hotel  ,Gemini
6344.jpg,1930,72.87° E,19.08° N,Art Deco Building in Mumbai,Gemini
6345.jpg,1920,13.40° E,52.52° N, Brick building with statues,Gemini
6346.jpg,1930,80.13° W,25.77° N,Colony Hotel Miami Beach,Gemini
6347.jpg,1938,4.05° W,50.94° N,Art Deco Hotel in the UK,Gemini
6348.jpg,1938,77.62° W,40.19° N,Carlisle Theatre,Gemini
6349.jpg,1930,1°36.6° W,54.97° N,Fenwick Department Store,Gemini
6350.jpg,1928,2.37° W,43.29° N, Art Deco building in France,Gemini
6351.jpg,1930,103.85° E,1.31° N,Art Deco Building in Singapore.,Gemini
6352.jpg,1930,13.40° E,52.52° N, Office building in Berlin,Gemini
6353.jpg,1928,71.08° W,42.34° N,Bryant-Webster School,Gemini
6354.jpg,1937,-70.648° W,-33.436° S, Monument to the Heroes of Iquique,Gemini
6355.jpg,1930,8.53° E,49.01° N,Art Deco style school building,Gemini
6356.jpg,1930,87.6298° W,41.8781° N,Chicago Board of Trade Building ,Gemini
6357.jpg,1935,77.0083° W,38.8977° N,"Federal Reserve Building in Washington, D.C.",Gemini
6358.jpg,1930,72.87° E,18.95° N, Clock Tower Building in Mumbai,Gemini
6359.jpg,1932,1.33° W,51.54° N,Hoover Building,Gemini
6360.jpg,1929,118.24° W,34.05° N,Eastern Columbia Building,Gemini
6361.jpg,1939,80.13° W,25.76° N,The Marlin Hotel ,Gemini
6362.jpg,1920,4.83° E,48.86° N,Art Deco apartment building,Gemini
6363.jpg,1930,121.42° W,37.75° N,Art Deco building with green trim. ,Gemini
6364.jpg,1929,118.24° W,34.05° N,Eastern Columbia Building ,Gemini
6365.jpg,1936,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6366.jpg,1928,7.00° E,51.00° N,Capitol Live & Eventhaus,Gemini
6367.jpg,1920,31.2345° E,30.0456° N,"Building in Cairo, Egypt",Gemini
6368.jpg,1925,118.24° W,34.05° N,The Trust Bank Building,Gemini
6369.jpg,1905,4.33° E,50.85° N,Art Nouveau building in Ghent,Gemini
6370.jpg,1930,73.9853° W,40.7580° N,Chrysler Building,Gemini
6371.jpg,1929,82.98° W,42.33° N,The Guardian Building,Gemini
6372.jpg,1931,78.64° W,42.88° N,Buffalo City Hall ,Gemini
6373.jpg,1929,73.56° W,45.50° N, The  Sun Life Building  in Montreal,Gemini
6374.jpg,1939,80.13° W,25.76° N,McAlpin Hotel,Gemini
6375.jpg,1930,96.79° W,32.76° N,The Women's Museum  ,Gemini
6376.jpg,1954,7.15° E,52.38° N,Brick building with clock tower,Gemini
6377.jpg,1928,73.985° W,40.758° N,The Chanin Building. ,Gemini
6378.jpg,1950,97.51° W,36.14° N,"Union Station, Oklahoma City",Gemini
6379.jpg,1936,28.0472° E,-26.2006° S," A tall brick building in Johannesburg, South Africa.",Gemini
6380.jpg,1920,21.01° E,52.22° N,Apartment building in Warsaw,Gemini
6381.jpg,1937,-70.64° W,-33.43° S, The General Cemetery of Santiago.,Gemini
6382.jpg,1931,80.09° W,39.95° N," City Hall of Roanoke, Virginia",Gemini
6383.jpg,1928,7.26° E,43.70° N,Palais de la Méditerranée Casino,Gemini
6384.jpg,1932,80.04° W,42.88° N,Buffalo City Hall,Gemini
6385.jpg,1930,1.43° E,43.29° N,Art Deco building with rounded corners,Gemini
6386.jpg,1931,176.88° E,-39.50° S,Art Deco building in Napier,Gemini
6387.jpg,1929,87.6298° W,41.8781° N,The Chicago Daily News Building ,Gemini
6388.jpg,1936,80.13° W,25.76° N,"Art Deco building with ""Senor Frogs"" sign",Gemini
6389.jpg,1936,28.0472° E,-26.2041° S, Old Johannesburg City Hall ,Gemini
6390.jpg,1932,176.88° E,-41.41° S,Halsbury Chambers Building,Gemini
6391.jpg,1930,73.9854° W,40.7580° N,Chrysler Building,Gemini
6392.jpg,1930,80.13° W,25.76° N,Colony Hotel ,Gemini
6393.jpg,1930,72.87° E,18.94° N, Art Deco building in Mumbai,Gemini
6394.jpg,1929,87.6298° W,41.8781° N,The Stevens Hotel.,Gemini
6395.jpg,1928,28.0442° E,-26.1999° S,"Carlton Centre, Johannesburg, South Africa",Gemini
6396.jpg,1925,-1.55° W,48.11° N,"Art Deco Building in Nantes, France",Gemini
6397.jpg,1934,99.133° W,19.432° N,Palacio de Bellas Artes,Gemini
6398.jpg,1900,8.66° E,48.98° N,Volksbank building,Gemini
6399.jpg,1929,122.4194° W,37.7749° N, San Francisco City Hall,Gemini
6400.jpg,1926,118.24° W,34.05° N,Los Angeles Public Library ,Gemini
6401.jpg,1937,80.13° W,25.76° N,Mc Alpin Hotel  ,Gemini
6402.jpg,1936,80.13° W,25.76° N,"The Edison Hotel, Miami Beach",Gemini
6403.jpg,1939,80.13° W,25.77° N, Art Deco Hotel in Miami Beach,Gemini
6404.jpg,1929,87.6298° W,41.8823° N,The Chicago Daily News Building,Gemini
6405.jpg,1930,73.9855° W,40.7484° N,Chrysler Building,Gemini
6406.jpg,1936,58.37° W,34.57° S, The Monument to the Fallen ,Gemini
6407.jpg,1951,67.00° W,18.46° N,Iglesia Santiago Apostol  church,Gemini
6408.jpg,1939,72.8734° E,18.9440° N,Liberty Cinema,Gemini
6409.jpg,1930,73.9857° W,40.7580° N,Chrysler Building,Gemini
6410.jpg,1939,80.13° W,25.76° N,Breakwater Hotel,Gemini
6411.jpg,1936,80.13° W,25.76° N,The Carlyle Hotel,Gemini
6412.jpg,1930,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6413.jpg,1938,80.13° W,25.77° N,Art Deco building in Miami Beach,Gemini
6414.jpg,1939,80.13° W,25.76° N,Art Deco Hotel Building,Gemini
6415.jpg,1950,80.13° W,25.76° N,Silver Diner in Miami Beach,Gemini
6416.jpg,1939,80.13° W,25.76° N,Art Deco Hotel in Miami Beach,Gemini
6417.jpg,1936,80.13° W,25.77° N,Art Deco building in Miami Beach,Gemini
6418.jpg,1938,174.763° E,-41.287° S,Art Deco building in New Zealand,Gemini
6419.jpg,1930,116.40° E,39.90° N,Former Paramount Theatre  ,Gemini
6420.jpg,1942,99.13° W,19.43° N,Monument to the Revolution,Gemini
6421.jpg,1931,2.295° E,48.857° N,Corbusier's apartment building,Gemini
6422.jpg,1933,106.8290° E,6.1909° S,"Gedung Sate, Bandung, Indonesia ",Gemini
6423.jpg,1929,97.52° W,36.14° N, Cathedral of the Immaculate Conception,Gemini
6424.jpg,1939,80.13° W,25.77° N,Art Deco building in Miami Beach,Gemini
6425.jpg,1920,121.4738° E,31.2327° N,The Peace Hotel Shanghai,Gemini
6426.jpg,1939,80.13° W,25.76° N,The Deland Hotel ,Gemini
6427.jpg,1925,151.207° E,33.875° S, The  Grace Building,Gemini
6428.jpg,1939,80.13° W,25.76° N,The Marlin Hotel in Miami Beach,Gemini
6429.jpg,1930,7.15° E,51.50° N,Municipal Building of  Burgdorf,Gemini
6430.jpg,1938,18.06° E,40.84° N,Fiat Tagliero service station,Gemini
6431.jpg,1936,80.13° W,25.76° N,The Carlyle Hotel,Gemini
6432.jpg,1928,2.345° E,48.858° N,BNP Paribas building,Gemini
6433.jpg,1935,67.08° W,32.85° S,The Monumental Cemetery of La Plata  ,Gemini
6434.jpg,1929,73.9855° W,40.7507° N, The building is the  Radio City Music Hall.,Gemini
6435.jpg,1930,80.14° W,25.77° N,Art Deco building in Miami Beach,Gemini
6436.jpg,1929,141.35° E,38.26° N,Former Japanese Prime Minister's Residence,Gemini
6437.jpg,1931,9.134° W,38.712° N,"Eden Theater, Lisbon",Gemini
6438.jpg,1935,0.12° W,51.51° N,"Senate House, University of London",Gemini
6439.jpg,1939,80.13° W,25.76° N,The Breakwater Hotel,Gemini
6440.jpg,1930,46.63000° E,36.85000° N,"Cinema Impero in Tirana, Albania",Gemini
6441.jpg,1930,75.164° W,39.954° N,Pennsylvania Railroad Suburban Station Building,Gemini
6442.jpg,1931,0.12° W,51.51° N,"Broadcasting House, London",Gemini
6443.jpg,1929,2.35° E,48.86° N,Department store in Paris.,Gemini
6444.jpg,1928,71.26° W,45.50° N,The Sun Life Building,Gemini
6445.jpg,1918,121.474° E,31.234° N," Peace Hotel, Shanghai",Gemini
6446.jpg,1938,80.19° W,25.76° N, Miami Beach Post Office,Gemini
6447.jpg,1925,83.04° W,42.34° N,Former Ballroom Building ,Gemini
6448.jpg,1939,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6449.jpg,1928,14.42° E,50.08° N,Art Deco building in Prague,Gemini
6450.jpg,1927,121.494° W,38.583° N,Senator Theatre  ,Gemini
6451.jpg,1939,80.13° W,25.77° N,The Breakwater Hotel,Gemini
6452.jpg,1930,5.32° E,60.39° N,Art Deco cinema building,Gemini
6453.jpg,1930,11.00° E,58.40° N,The building with Anno 1930,Gemini
6454.jpg,1965,10.75° E,59.91° N,Studentersamfundet building,Gemini
6455.jpg,1928,10.75° E,59.91° N,Studentersamfundet building,Gemini
6456.jpg,1750,0.57° E,48.84° N,The Pavilion of the Queen in the park of Versailles,Gemini
6457.jpg,1925,19.04° E,52.23° N,Bank Zachodni building,Gemini
6458.jpg,1939,80.52° W,43.36° N,Simcoe County Courthouse,Gemini
6459.jpg,1939,75.6972° W,45.4215° N,Supreme Court of Canada,Gemini
6460.jpg,1929,11.58° E,48.14° N,Red building in Munich,Gemini
6461.jpg,1929,87.6298° W,41.8781° N, The Guardian Building ,Gemini
6462.jpg,1939,75.6948° W,45.4221° N,Supreme Court of Canada,Gemini
6463.jpg,1939,75.7° W,45.4° N,Supreme Court of Canada,Gemini
6464.jpg,1930,14.43° E,50.07° N,Palác Akropolis building,Gemini
6465.jpg,1939,75.70° W,45.42° N,Supreme Court of Canada,Gemini
6466.jpg,1929,79.38° W,43.65° N,The Bank of Nova Scotia Building,Gemini
6467.jpg,1925,144.963° E,-37.812° S,The Nicholas Building ,Gemini
6468.jpg,1929,79.38° W,43.65° N, The  Royal  York  Hotel ,Gemini
6469.jpg,1928,21.01° E,52.23° N, Corner building in Warsaw,Gemini
6470.jpg,1914,79.38° W,43.65° N,"Automotive Building, Toronto",Gemini
6471.jpg,1931,9.18° E,48.79° N,Modernist church in Germany,Gemini
6472.jpg,1925,83.05° W,43.16° N,Allstream Centre Automotive Building,Gemini
6473.jpg,1929,123.12° W,49.28° N,Art Deco building in Vancouver,Gemini
6474.jpg,1913,123.12° W,49.28° N,Bank of Montreal building,Gemini
6475.jpg,1927,123.12° W,49.28° N,Orpheum Theatre,Gemini
6476.jpg,1936,123.12° W,49.28° N,Vancouver City Hall,Gemini
6477.jpg,1928,103.85° E,1.29° N,Capitol Building Singapore ,Gemini
6478.jpg,1928,106.822° E,6.205° S," Javanese building with a sign ""JAARBEURS""",Gemini
6479.jpg,1931,123.03° W,49.28° N,Vancouver City Hall,Gemini
6480.jpg,1936,123.09° W,49.26° N,Vancouver City Hall,Gemini
6481.jpg,1920,7.10° E,51.00° N,Villa with porch and columns,Gemini
6482.jpg,1929,19.04° E,50.06° N,Art Deco building in Warsaw,Gemini
6483.jpg,1936,123.12° W,49.28° N,Vancouver City Hall,Gemini
6484.jpg,1937,123.12° W,49.26° N,Vogue Theatre,Gemini
6485.jpg,1914,71.25° W,45.50° N,Gare Centrale (Montreal),Gemini
6486.jpg,1930,73.56° W,45.50° N,The Atwater Market,Gemini
6487.jpg,1938,73.55° W,45.50° N, Art Deco Gateway ,Gemini
6488.jpg,1930,98.50° W,47.50° N,"Building with a sign ""Courthouse & City Hall""",Gemini
6489.jpg,1929,73.57° W,45.50° N,The Bank of Montreal Building ,Gemini
6490.jpg,1930,1.46° E,48.79° N,Le Drakkar Cinema,Gemini
6491.jpg,1930,118.243° W,34.052° N,Eastern Columbia Building,Gemini
6492.jpg,1928,10.00° E,51.00° N,Gartenbad building ,Gemini
6493.jpg,1928,118.24° W,34.05° N,Art Deco building in Hollywood ,Gemini
6494.jpg,1928,14.42° E,50.07° N, Modernist building in Prague,Gemini
6495.jpg,1928,73.56° W,45.51° N,The Sun Life Building,Gemini
6496.jpg,1928,73.56° W,45.50° N,The Sun Life Building,Gemini
6497.jpg,1929,73.57° W,45.50° N,The Montreal Neurological Institute,Gemini
6498.jpg,1925,71.25° W,46.82° N,Notre-Dame-des-Victoires Church,Gemini
6499.jpg,1928,71.25° W,45.50° N,Église Saint-Jean-Baptiste Church,Gemini
6500.jpg,1928,71.26° W,46.82° N,The Bank of Montreal Building,Gemini
6501.jpg,1900,3.00° E,50.63° N,Brick building with tower and a fence,Gemini
6502.jpg,1910,99.1333° W,19.4329° N,Palacio de Bellas Artes,Gemini
6503.jpg,1929,13.42° E,52.51° N,"Apartment buildings in Berlin, Germany.",Gemini
6504.jpg,1938,75.74° W,45.50° N,Laurier Clinic Building,Gemini
6505.jpg,1938,97.13° W,49.89° N, Stonewall Library Building,Gemini
6506.jpg,1929,73.56° W,45.51° N,Sun Life Building,Gemini
6507.jpg,1930,14.43° E,50.08° N,Palace Akropolis,Gemini
6508.jpg,1932,139.7670° E,35.6811° N,St. Luke's International Hospital,Gemini
6509.jpg,1930,139.70° E,35.69° N,St. Luke's International Hospital,Gemini
6510.jpg,1910,4.35° E,50.85° N,Art Nouveau building in Brussels,Gemini
6511.jpg,1930,80.13° W,25.76° N,Art Deco Building in Miami Beach,Gemini
6512.jpg,1929,73.56° W,45.50° N,The Montreal Trust Building.,Gemini
6513.jpg,1945,175.62° E,40.25° S,Art Deco building,Gemini
6514.jpg,1930,139.6917° E,35.6895° N,Isetan Department Store  ,Gemini
6515.jpg,1930,139.766° E,35.689° N,Isetan Shinjuku Department Store Building,Gemini
6516.jpg,1930,139.6917° E,35.6895° N,Isetan Shinjuku Store,Gemini
6517.jpg,1938,144.96° E,-37.82° S,Art Deco Hotel in Melbourne,Gemini
6518.jpg,1930,-8.44° W,43.34° N,Modernist building in A Coruña,Gemini
6519.jpg,1920,-8.53° W,43.32° N,"Building in Corunna, Spain",Gemini
6520.jpg,1926,-3.70° W,36.72° N,Rialto Theater in Malaga,Gemini
6521.jpg,1928,-3.70° W,40.42° N,Rialto Theatre Filmoteca,Gemini
6522.jpg,1880,173.35° E,-42.45° S,The Grand Hotel Building,Gemini
6523.jpg,1930,3°42.8° E,40.42° N, Art Deco Cinema Building,Gemini
6524.jpg,1929,13.39° E,52.51° N,Post office building in Berlin,Gemini
6525.jpg,1929,73.56° W,45.50° N,The Sun Life Building,Gemini
6526.jpg,1930,70.50° W,10.00° N,Calle Real Shopping Center,Gemini
6527.jpg,2019,80.13° W,25.76° N,Tom Ford Store in Miami Design District,Gemini
6528.jpg,1940,74.08° W,10.99° N,Art Deco style building in Colombia,Gemini
6529.jpg,1920,-88.04° W,17.99° N, A building in a town square,Gemini
